text,category
Formal complaint: crocodile sighting located Dinaga.,public_safety
Pakitignan naman po ang people defecating in river sa sa tapat ng Metropolitan Cathedral. Salamat.,sanitation
Good day. Requesting assistance: handling food with bare hands Tabuco.,sanitation
I would like to ireport that cedula application inside the vicinity of Bicol Central Station.,social_services
Help. clearance holding Pacol. Pls fix.,employment
Maari po bang aksyunan ang birds from dumpsite dito sa Igualdad.,waste_management
"Ask ko lang po kung may action na, nagluluto sa maduming bangketa kasi dito San Isidro.",sanitation
REKLAMO KO LNG HAZARD PAY INQUIRY ACROSS BARNGAY HALL.,employment
"Shoutout sa LGU, pesonaga hiring list inside the vicinity of Basilica Minore. Please actionan agad.",employment
May problema sa Abella: no hairnet food server.,sanitation
Good day. Requesting assistance: sexual harassment in public sa tapat ng BISCAST.,public_safety
This is a notification about modem pagpalit request occurring at in front of Public Market.,utilities
Formal complaint: scheduled blacout inquiry located San Felipe.,utilities
I would like to file ng complaint that crossing guard needed along Naga Collexe Foundation (NCF).,traffic
Report ko lng structural integrity doubt front of Civic Center.,infrastructure
Please be informed that there is kasambahay law paglabag at Peñafrancia.,employment
"Grabe naman, ofw tabang desk dito Carolina! Ano na??",employment
"Tulungan niyo kami sa sa may LTO Naga, poultry fly peste.",sanitation
Formal complaint: fake license used located Mabolo.,traffic
"grabe naman, piggery too close to houses dito inside the vicinity of city hall! ano na??",sanitation
"Concerned lang po kami near mga bata, pay per view not working sa parking ng Gaisano Mall.",utilities
"Ask ko lang po kung may action na, brgy hall leaking roof kasi dito near the gate of Robinsons Place.",infrastructure
"Kami po ay taga Balatas, report ko lang na separation pay dispute.",employment
Formal complaint: no license plate located Tabuco.,traffic
"Grabe naman, no license plate dito sa may Metro Health! Ano na??",traffic
I would like to ireport that pwd employment quota beside Capitol.,employment
"Kami po ay taga Calauag, file ng complaint ko lang na fountain not working.",infrastructure
"Shoutout sa may LGU, garbage truck juice leaking Triangulo. Please actionan agad.",waste_management
"Concerned lang po kami sa mga bata, delivery truck blocking road near the gate of City Health Office.",traffic
We ask you to be informed that there is inom in street hanggang madaling araw at San Felipe.,public_safety
Huy pansinin niyo naman to. frequent power blink Abella. Nakaka-stress!,utilities
Pakitignan naman po ang fake id usage sa Cararayan. Salamat.,public_safety
Huy pansinin niyo naman to. diapers thrown in canal Abella. Nakaka-stress!,sanitation
Alert: birth certificate correction detected at Igualdad.,social_services
"Concerned lang po kami sa mga bata, structural integrity doubt along Naga Imaging Center.",infrastructure
I would like to ireport that 4ps beneficiary inqury Calauag.,social_services
"Kami po ay taga Panicuason, reprt ko lang na hospital waste mixed.",waste_management
Ipaalam ko lng walng benefits na binibigay inside the vicinity of Calauag.,employment
"Ask ko lang po kung may action na, truck ban inquiry time kasi dito front of SM City Naga.",traffic
"Concerned lang po kami sa may mga bata, road repair abandoned Sabang.",infrastructure
"kami po ay taga tinago, raise ng concern ko lang na no trash bins in plaza.",waste_management
Help. volunteer program join near the gate of BISCAST. Pls fix.,social_services
I would like to report that drunk driving suspicion San Felipe.,traffic
Good day. Requesting assistance: chemical smell from factory along Our Lady of Immaculate Conception.,sanitation
We ask for help with stage pinaayos request around across Metropolitan Cathedral.,infrastructure
"Pakiusap, may skin rashes pxgkalat sa Dayangdang.",health
"Shoutout sa LGU, pagtapon ng basura dito sa ilog Sabang. Sana actionan agad.",waste_management
We are requesting immediate assistance regarding biohazard waste exposed near Balatas.,public_safety
Help. senior citizen booklet Igualdad. Pls fix.,social_services
"Concerned lang po kami sa mga bata, indigenous people assistance sa tapat ng City Health Office.",social_services
"Lala naman, crosswalk blockxd dito front of St. John Hospital! Ano na??",traffic
I would like to report that water pipe leak sa kalsada Del Rosario.,utilities
I would like to raise ng concern that residual waste pile up Tabuco.,waste_management
Formal complaint: drunk driving suspicion located Bagumbayan.,traffic
I would like to report that unpaid overtime pay near the gate of Capitol.,employment
"Kami po ay taga inside the vicinity of Peñafrancia Shrine, report ko lang na fish section smelly.",sanitation
I would like to report that job order delay salary across City Health Office.,employment
Report ko lng respiratory infection surge front of Diversion Road commercial area.,health
We demand help with diarrhea kaso increasing around Triangulo.,health
This is a notification about contractor ran fight occurring at Santa Cruz.,infrastructure
"Concerned lang po kami sa mga bata, covered court roof hole front of Tinago High School.",infrastructure
I would like to ireport that polio vaccine availability front of Gaisano Mall.,health
"Shoutout s LGU, cash for work payout delay along Metro Health. Please actionan agad.",employment
I would like to report that stay-in helper abuse San Isidro.,employment
"Concerned lang po kami sa mga bata, age limit in hiring Dayangdang.",employment
Ireklamo ko lang po ang market stall madumi sa may Lerma.,sanitation
Urgent: snitary napkin clutter malapit s Tabuco.,waste_management
"Concerned lang po kami sa mga bata, street light bulb busted sa tapat ng Basilica Minore.",utilities
Huy pansinin niyo naman to. construction accident near may Sabang. Nakaka-stress!,public_safety
"Ask ko lang po kung may action na, public toilet walang tubig at madumi kasi dito along City Health Office.",sanitation
"Shoutout sa LGU, ipis infestation sa area sa may parking ng Basilica Minore. Pls actionan agad.",sanitation
Urgent: indigenous people assistance San Isidro.,social_services
"Shoutout sa LGU, may patay na daga sa daan Dinaga. Please actionan agad.",sanitation
Huy pansinin niyo naman to. strike dispersal violence Calauag. Nakaka-stress!,employment
"ASK KO LANG PO KUNG MAY ACTION NA, LYING-IN CLINIC CLOSED KASI DITO INSIDE THE VICINITY OF NAGA COLLEGE FOUNDATION (NCF).",health
I would like to reklamo that road markings invisible Peñafrancia.,infrastructure
Huy pansinin niyo naman to. medical assistance for indigent San Isidro. Nakaka-stress!,social_services
Huy pansinin niyo naman to. sluice gate stuck Igualdad. Nakaka-stress!,infrastructure
"Kami po ay taga Calauag, report ko lang na gender developxent program.",social_services
"Shoutout loc: LGU, rotational brownout complaint sa likod ng Iglesia ni Cristo. Sana actionan agad.",utilities
"Kami po ay taga dito sa may University of Nueva Caceres (UNC), reklamo ko lang na job opening for senior high.",employment
"Tulungan niyo kami sa across Carmelite Monastery, modem pagpalit request.",utilities
"Grabe naman, e-waste disposal where dito Igualdad! Ano na??",waste_management
Report ko lng illegal dumping site s vacant lot malapit s LCC Mall.,waste_management
"Shoutout loc: LGU, pwd accessibility ramp near the gate of Puregold. Kindly actionan agad.",social_services
Report ko lng coastal cleanup schedule s may San Isidro.,waste_management
"CONCERNED LANG PO KAMI S MGA BATA, STREET LIGHT FLICKERING ON AND OFF TABUCO.",utilities
Formal complaint: job order late salary located Liboton.,employment
Help. status of scholarship application Tabuco. Pls fix.,social_services
"Ask ko lang po kung may action na, historical marker missing kasi dito Lerma.",infrastructure
Good day. Requesting assistance: stage renovation request near the gate of Naga City Hospital.,infrastructure
"Shoutout sa LGU, landslide prone area sa may San Felipe. Please actionan agad.",infrastructure
"Shoutout loc: LGU, food pack distribution inside the vicinity of Our Lady of Immaculate Conception. Please actionan agad.",social_services
"Ask ko lang po kung may action na, badjao scattering trash kasi dito across Tinago High School.",social_services
"Kami po ay taga axross Capitol, file ng complaint ko lang na medical mission request.",health
Formal complaint: fire exit locked located Bagumbayan.,public_safety
"Kami po ay taga Peñafrancia, raise ng concern ko lang na calamity loan inquiry.",social_services
"Concerned lang po kami sa mga bata, cenomar request Mabolo.",social_services
"Kami po ay taga Concepcion Grande, report ko lang na public market roof leaking.",infrastructure
Good day. Requesting assistance: quarantine breach Peñafrancia.,public_safety
We demand assistance with cracked na the wall around across Magsaysay Food Strip.,infrastructure
Good day. Requesting assistance: prosthetic leg saklolo Cararayan.,social_services
"Kami po ay taga Panicuason, report ko lang na missing channels cable.",utilities
"Tulungan niyo kami sa sa likod ng Naga City Hospital, kite entangled in wire.",utilities
Maari po bang aksyunan ang mababa the pasahod dito sa sa tapat ng Pacol.,employment
Help. water turbid Dayngdng. Pls fix.,utilities
Help. burning rubber smell s may Panicuason. Pls fix.,waste_management
"Grabeh naman, health crtificate processing dito along Concepcion Pequeña Elementary School! Ano na??",health
"Grabe naman, garbage truck juice leaking dito along Naga College Foundaion (NCF)! Ano na??",waste_management
"Grabe naman, sick leave deduction dito across Plaza Medica! Ano na??",employment
Urgent: converge no internet s tapat ng Diversion Road commercial area.,utilities
Help. crossing guard needed across Our Lady of Immaculate Conception. Pls fix.,traffic
GOOD DAY. REQUESTING ASSISTANCE: CLOGGED DRAINAGE CAUSING SMELL BESIDE BASILICA MINORE.,sanitation
"Pakiusap, may lacking the given na relief goods sa malapit sa Robinsons Place.",social_services
"Ask ko lang po kung may action na, volunteer program join kasi dito Del Rosario.",social_services
"Ask ko lang po kung may action na, earthquake assistance kasi dito Igualdad.",social_services
"ask ko lang po kung may action na, plastic bottles scattered kasi dito tabuco.",waste_management
Ireport ko lng bumabaha tuwing umuulan Liboton.,infrastructure
I would like to report that gunshots heard along Liboton.,public_safety
Formal complaint: tuberculosis meds out of stock located Mabolo.,health
Help. fake recrxiter file ng complaint malapit s Carmelite Monastery. Pls fix.,employment
Formal complaint: fire hydrant blocked parking located Dayangdang.,traffic
"Ask ko lang po kung may action na, muffler loud noise kasi dito malapit sa LCC Mall.",traffic
Good day. Requesting assistance: mental health consultation inside the vicinity of Public Market.,health
"Grabe naman, truck ban exemption dito Tinago! Ano na??",traffic
I would like to sumbong that illegal jumper connection report Lerma.,utilities
"Kami po ay taga inside the vicinity of Fire Station, report ko lang na flood control failure.",infrastructure
"Kami po ay taga across Diversion Road commercial area, report ko lang na grab car unavailable.",traffic
Nais ko pong ipagbigay alam na low lying wires sa across Hall of Justice.,utilities
"Concerned lang po kami sa mga bata, fake license plate Tabuco.",traffic
"Concerned lang po kami loc: mga bata, dole complaint filing Cararayan.",employment
"Pakiusap, may oil spill on kalsada sa sa parking ng St. John Hospital.",sanitation
"Concerned lang po kami dito sa mga bata, pldt down no service Triangulo.",utilities
"Kami po ay taga malapit sa Police Station 1, report ko lang na fruit peelings scattered.",sanitation
Urgent: slary below minimum wage s may LTO Naga.,employment
